date,SMA
2018-03-19 09:49,93.5152
2018-03-19 09:50,93.4926
2018-03-19 09:51,93.4811
2018-03-19 09:52,93.4693
2018-03-19 09:53,93.4573
2018-03-19 09:54,93.4506
2018-03-19 09:55,93.4421
2018-03-19 09:56,93.4266
2018-03-19 09:57,93.4106
2018-03-19 09:58,93.3999
2018-03-19 09:59,93.4039
2018-03-19 10:00,93.4069
2018-03-19 10:01,93.4124
2018-03-19 10:02,93.4244
2018-03-19 10:03,93.4316
2018-03-19 10:04,93.4406
2018-03-19 10:05,93.4504
2018-03-19 10:06,93.4521
2018-03-19 10:07,93.457
2018-03-19 10:08,93.4647
2018-03-19 10:09,93.4742
2018-03-19 10:10,93.482
2018-03-19 10:11,93.483
2018-03-19 10:12,93.4713
2018-03-19 10:13,93.4543
2018-03-19 10:14,93.4401
2018-03-19 10:15,93.4316
2018-03-19 10:16,93.4256
2018-03-19 10:17,93.4198
2018-03-19 10:18,93.4146
2018-03-19 10:19,93.4111
2018-03-19 10:20,93.4056
2018-03-19 10:21,93.4
2018-03-19 10:22,93.3908
2018-03-19 10:23,93.385
2018-03-19 10:24,93.375
2018-03-19 10:25,93.3675
2018-03-19 10:26,93.3643
2018-03-19 10:27,93.3608
2018-03-19 10:28,93.362
2018-03-19 10:29,93.3625
2018-03-19 10:30,93.3652
2018-03-19 10:31,93.3674
2018-03-19 10:32,93.3802
2018-03-19 10:33,93.3952
2018-03-19 10:34,93.4072
2018-03-19 10:35,93.4164
2018-03-19 10:36,93.4194
2018-03-19 10:37,93.4212
2018-03-19 10:38,93.4209
2018-03-19 10:39,93.4159
2018-03-19 10:40,93.4129
2018-03-19 10:41,93.4092
2018-03-19 10:42,93.3999
2018-03-19 10:43,93.3932
2018-03-19 10:44,93.3859
2018-03-19 10:45,93.3714
2018-03-19 10:46,93.3599
2018-03-19 10:47,93.3502
2018-03-19 10:48,93.3357
2018-03-19 10:49,93.3197
2018-03-19 10:50,93.3042
2018-03-19 10:51,93.2849
2018-03-19 10:52,93.2637
2018-03-19 10:53,93.2412
2018-03-19 10:54,93.2122
2018-03-19 10:55,93.1804
2018-03-19 10:56,93.1539
2018-03-19 10:57,93.1274
2018-03-19 10:58,93.0987
2018-03-19 10:59,93.0757
2018-03-19 11:00,93.0494
2018-03-19 11:01,93.0227
2018-03-19 11:02,93.0025
2018-03-19 11:03,92.9812
2018-03-19 11:04,92.964
2018-03-19 11:05,92.948
2018-03-19 11:06,92.9322
2018-03-19 11:07,92.9167
2018-03-19 11:08,92.9025
2018-03-19 11:09,92.8915
2018-03-19 11:10,92.8785
2018-03-19 11:11,92.8715
2018-03-19 11:12,92.8662
2018-03-19 11:13,92.856
2018-03-19 11:14,92.8432
2018-03-19 11:15,92.8355
2018-03-19 11:16,92.8225
2018-03-19 11:17,92.81
2018-03-19 11:18,92.802
2018-03-19 11:19,92.7895
2018-03-19 11:20,92.7785
2018-03-19 11:21,92.767
2018-03-19 11:22,92.7577
2018-03-19 11:23,92.751
2018-03-19 11:24,92.7405
2018-03-19 11:25,92.7332
2018-03-19 11:26,92.727
2018-03-19 11:27,92.7182
2018-03-19 11:28,92.7095
2018-03-19 11:29,92.7005
2018-03-19 11:30,92.6925
2018-03-19 11:31,92.6785
2018-03-19 11:32,92.6627
2018-03-19 11:33,92.651
2018-03-19 11:34,92.65
2018-03-19 11:35,92.6512
2018-03-19 11:36,92.6567
2018-03-19 11:37,92.6612
2018-03-19 11:38,92.6647
2018-03-19 11:39,92.6722
2018-03-19 11:40,92.6785
2018-03-19 11:41,92.685
2018-03-19 11:42,92.687
2018-03-19 11:43,92.6897
2018-03-19 11:44,92.6952
2018-03-19 11:45,92.6935
2018-03-19 11:46,92.687
2018-03-19 11:47,92.679
2018-03-19 11:48,92.6712
2018-03-19 11:49,92.6672
2018-03-19 11:50,92.655
2018-03-19 11:51,92.654
2018-03-19 11:52,92.6573
2018-03-19 11:53,92.6578
2018-03-19 11:54,92.6558
2018-03-19 11:55,92.6463
2018-03-19 11:56,92.6353
2018-03-19 11:57,92.6275
2018-03-19 11:58,92.615
2018-03-19 11:59,92.6
2018-03-19 12:00,92.593
2018-03-19 12:01,92.5853
2018-03-19 12:02,92.5858
2018-03-19 12:03,92.5773
2018-03-19 12:04,92.5763
2018-03-19 12:05,92.5828
2018-03-19 12:06,92.5914
2018-03-19 12:07,92.6069
2018-03-19 12:08,92.6187
2018-03-19 12:09,92.6247
2018-03-19 12:10,92.6354
2018-03-19 12:11,92.6407
2018-03-19 12:12,92.6384
2018-03-19 12:13,92.6379
2018-03-19 12:14,92.6384
2018-03-19 12:15,92.6424
2018-03-19 12:16,92.6462
2018-03-19 12:17,92.6449
2018-03-19 12:18,92.6571
2018-03-19 12:19,92.6636
2018-03-19 12:20,92.6636
2018-03-19 12:21,92.6656
2018-03-19 12:22,92.6646
2018-03-19 12:23,92.6711
2018-03-19 12:24,92.6726
2018-03-19 12:25,92.6739
2018-03-19 12:26,92.6712
2018-03-19 12:27,92.6637
2018-03-19 12:28,92.6645
2018-03-19 12:29,92.6665
2018-03-19 12:30,92.6718
2018-03-19 12:31,92.6735
2018-03-19 12:32,92.6713
2018-03-19 12:33,92.669
2018-03-19 12:34,92.6623
2018-03-19 12:35,92.6588
2018-03-19 12:36,92.6598
2018-03-19 12:37,92.6653
2018-03-19 12:38,92.6641
2018-03-19 12:39,92.6656
2018-03-19 12:40,92.6696
2018-03-19 12:41,92.6724
2018-03-19 12:42,92.6758
2018-03-19 12:43,92.6813
2018-03-19 12:44,92.6798
2018-03-19 12:45,92.673
2018-03-19 12:46,92.6645
2018-03-19 12:47,92.657
2018-03-19 12:48,92.6455
2018-03-19 12:49,92.6343
2018-03-19 12:50,92.6195
2018-03-19 12:51,92.6107
2018-03-19 12:52,92.6115
2018-03-19 12:53,92.6107
2018-03-19 12:54,92.6152
2018-03-19 12:55,92.6232
2018-03-19 12:56,92.6319
2018-03-19 12:57,92.6409
2018-03-19 12:58,92.6474
2018-03-19 12:59,92.6574
2018-03-19 13:00,92.6609
2018-03-19 13:01,92.6692
2018-03-19 13:02,92.6677
2018-03-19 13:03,92.6637
2018-03-19 13:04,92.6615
2018-03-19 13:05,92.661
2018-03-19 13:06,92.6652
2018-03-19 13:07,92.6662
2018-03-19 13:08,92.6687
2018-03-19 13:09,92.66
2018-03-19 13:10,92.6542
2018-03-19 13:11,92.644
2018-03-19 13:12,92.631
2018-03-19 13:13,92.6245
2018-03-19 13:14,92.614
2018-03-19 13:15,92.6
2018-03-19 13:16,92.5815
2018-03-19 13:17,92.5647
2018-03-19 13:18,92.5495
2018-03-19 13:19,92.532
2018-03-19 13:20,92.5177
2018-03-19 13:21,92.494
2018-03-19 13:22,92.477
2018-03-19 13:23,92.4618
2018-03-19 13:24,92.448
2018-03-19 13:25,92.439
2018-03-19 13:26,92.4298
2018-03-19 13:27,92.4205
2018-03-19 13:28,92.4075
2018-03-19 13:29,92.4045
2018-03-19 13:30,92.4073
2018-03-19 13:31,92.4123
2018-03-19 13:32,92.4135
2018-03-19 13:33,92.4105
2018-03-19 13:34,92.4113
2018-03-19 13:35,92.4088
2018-03-19 13:36,92.4078
2018-03-19 13:37,92.406
2018-03-19 13:38,92.4005
2018-03-19 13:39,92.4028
2018-03-19 13:40,92.408
2018-03-19 13:41,92.4182
2018-03-19 13:42,92.4272
2018-03-19 13:43,92.4334
2018-03-19 13:44,92.4399
2018-03-19 13:45,92.4469
2018-03-19 13:46,92.4529
2018-03-19 13:47,92.4642
2018-03-19 13:48,92.4737
2018-03-19 13:49,92.4822
2018-03-19 13:50,92.4862
2018-03-19 13:51,92.4832
2018-03-19 13:52,92.4834
2018-03-19 13:53,92.4834
2018-03-19 13:54,92.4835
2018-03-19 13:55,92.4805
2018-03-19 13:56,92.475
2018-03-19 13:57,92.47
2018-03-19 13:58,92.468
2018-03-19 13:59,92.4633
2018-03-19 14:00,92.4588
2018-03-19 14:01,92.4581
2018-03-19 14:02,92.4546
2018-03-19 14:03,92.4546
2018-03-19 14:04,92.4613
2018-03-19 14:05,92.4663
2018-03-19 14:06,92.4766
2018-03-19 14:07,92.4836
2018-03-19 14:08,92.4901
2018-03-19 14:09,92.4976
2018-03-19 14:10,92.5021
2018-03-19 14:11,92.5121
2018-03-19 14:12,92.5253
2018-03-19 14:13,92.5418
2018-03-19 14:14,92.551
2018-03-19 14:15,92.5645
2018-03-19 14:16,92.5802
2018-03-19 14:17,92.595
2018-03-19 14:18,92.6072
2018-03-19 14:19,92.6142
2018-03-19 14:20,92.6172
2018-03-19 14:21,92.6157
2018-03-19 14:22,92.614
2018-03-19 14:23,92.6077
2018-03-19 14:24,92.5965
2018-03-19 14:25,92.584
2018-03-19 14:26,92.5685
2018-03-19 14:27,92.5572
2018-03-19 14:28,92.5485
2018-03-19 14:29,92.539
2018-03-19 14:30,92.531
2018-03-19 14:31,92.5192
2018-03-19 14:32,92.5092
2018-03-19 14:33,92.4915
2018-03-19 14:34,92.4805
2018-03-19 14:35,92.4677
2018-03-19 14:36,92.4535
2018-03-19 14:37,92.4387
2018-03-19 14:38,92.4233
2018-03-19 14:39,92.4018
2018-03-19 14:40,92.3858
2018-03-19 14:41,92.3688
2018-03-19 14:42,92.3595
2018-03-19 14:43,92.355
2018-03-19 14:44,92.353
2018-03-19 14:45,92.3575
2018-03-19 14:46,92.3597
2018-03-19 14:47,92.3582
2018-03-19 14:48,92.3585
2018-03-19 14:49,92.3582
2018-03-19 14:50,92.3557
2018-03-19 14:51,92.3565
2018-03-19 14:52,92.3545
2018-03-19 14:53,92.3653
2018-03-19 14:54,92.3748
2018-03-19 14:55,92.3875
2018-03-19 14:56,92.4045
2018-03-19 14:57,92.4215
2018-03-19 14:58,92.439
2018-03-19 14:59,92.463
2018-03-19 15:00,92.4812
2018-03-19 15:01,92.4992
2018-03-19 15:02,92.5117
2018-03-19 15:03,92.524
2018-03-19 15:04,92.531
2018-03-19 15:05,92.538
2018-03-19 15:06,92.546
2018-03-19 15:07,92.5583
2018-03-19 15:08,92.5653
2018-03-19 15:09,92.573
2018-03-19 15:10,92.5833
2018-03-19 15:11,92.5928
2018-03-19 15:12,92.6052
2018-03-19 15:13,92.6037
2018-03-19 15:14,92.6032
2018-03-19 15:15,92.6062
2018-03-19 15:16,92.6092
2018-03-19 15:17,92.6142
2018-03-19 15:18,92.6209
2018-03-19 15:19,92.6286
2018-03-19 15:20,92.6414
2018-03-19 15:21,92.6574
2018-03-19 15:22,92.6744
2018-03-19 15:23,92.6871
2018-03-19 15:24,92.6991
2018-03-19 15:25,92.7041
2018-03-19 15:26,92.7101
2018-03-19 15:27,92.7136
2018-03-19 15:28,92.7198
2018-03-19 15:29,92.7275
2018-03-19 15:30,92.737
2018-03-19 15:31,92.7443
2018-03-19 15:32,92.747
2018-03-19 15:33,92.7578
2018-03-19 15:34,92.7624
2018-03-19 15:35,92.7621
2018-03-19 15:36,92.7561
2018-03-19 15:37,92.7524
2018-03-19 15:38,92.7502
2018-03-19 15:39,92.7525
2018-03-19 15:40,92.752
2018-03-19 15:41,92.748
2018-03-19 15:42,92.7457
2018-03-19 15:43,92.749
2018-03-19 15:44,92.7515
2018-03-19 15:45,92.754
2018-03-19 15:46,92.763
2018-03-19 15:47,92.7725
2018-03-19 15:48,92.7805
2018-03-19 15:49,92.7898
2018-03-19 15:50,92.7896
2018-03-19 15:51,92.7913
2018-03-19 15:52,92.7951
2018-03-19 15:53,92.7975
2018-03-19 15:54,92.803
2018-03-19 15:55,92.8105
2018-03-19 15:56,92.826
2018-03-19 15:57,92.837
2018-03-19 15:58,92.849
2018-03-19 15:59,92.8553
2018-03-19 16:00,92.8583
2018-03-20 09:30,92.8718
2018-03-20 09:31,92.889
2018-03-20 09:32,92.909
2018-03-20 09:33,92.934
2018-03-20 09:34,92.9625
2018-03-20 09:35,92.987
2018-03-20 09:36,93.004
2018-03-20 09:37,93.0212
2018-03-20 09:38,93.0352
2018-03-20 09:39,93.0567
2018-03-20 09:40,93.0847
2018-03-20 09:41,93.1185
2018-03-20 09:42,93.1525
2018-03-20 09:43,93.195
2018-03-20 09:44,93.2325
2018-03-20 09:45,93.269
2018-03-20 09:46,93.3072
2018-03-20 09:47,93.3427
2018-03-20 09:48,93.3795
2018-03-20 09:49,93.4125
2018-03-20 09:50,93.4382
2018-03-20 09:51,93.46
2018-03-20 09:52,93.4765
2018-03-20 09:53,93.495
2018-03-20 09:54,93.5105
2018-03-20 09:55,93.5235
2018-03-20 09:56,93.5375
2018-03-20 09:57,93.5575
2018-03-20 09:58,93.5763
2018-03-20 09:59,93.5948
2018-03-20 10:00,93.6058
2018-03-20 10:01,93.6113
2018-03-20 10:02,93.6175
2018-03-20 10:03,93.616
2018-03-20 10:04,93.6083
2018-03-20 10:05,93.6
2018-03-20 10:06,93.587
2018-03-20 10:07,93.5773
2018-03-20 10:08,93.5607
2018-03-20 10:09,93.5542
2018-03-20 10:10,93.5457
2018-03-20 10:11,93.5324
2018-03-20 10:12,93.5139
2018-03-20 10:13,93.4884
2018-03-20 10:14,93.4659
2018-03-20 10:15,93.4419
2018-03-20 10:16,93.4204
2018-03-20 10:17,93.3929
2018-03-20 10:18,93.3719
2018-03-20 10:19,93.3524
2018-03-20 10:20,93.3329
2018-03-20 10:21,93.3129
2018-03-20 10:22,93.2947
2018-03-20 10:23,93.2767
2018-03-20 10:24,93.2706
2018-03-20 10:25,93.2594
2018-03-20 10:26,93.2491
2018-03-20 10:27,93.2384
2018-03-20 10:28,93.2354
2018-03-20 10:29,93.2306
2018-03-20 10:30,93.232
2018-03-20 10:31,93.2445
2018-03-20 10:32,93.2587
2018-03-20 10:33,93.2752
2018-03-20 10:34,93.2917
2018-03-20 10:35,93.3082
2018-03-20 10:36,93.3237
2018-03-20 10:37,93.3432
2018-03-20 10:38,93.3575
2018-03-20 10:39,93.3735
2018-03-20 10:40,93.3921
2018-03-20 10:41,93.4121
2018-03-20 10:42,93.4269
2018-03-20 10:43,93.4416
2018-03-20 10:44,93.4491
2018-03-20 10:45,93.4531
2018-03-20 10:46,93.4599
2018-03-20 10:47,93.4624
2018-03-20 10:48,93.4664
2018-03-20 10:49,93.4676
2018-03-20 10:50,93.4601
2018-03-20 10:51,93.4486
2018-03-20 10:52,93.4389
2018-03-20 10:53,93.4309
2018-03-20 10:54,93.4246
2018-03-20 10:55,93.4166
2018-03-20 10:56,93.4101
2018-03-20 10:57,93.3996
2018-03-20 10:58,93.3941
2018-03-20 10:59,93.3854
2018-03-20 11:00,93.38
2018-03-20 11:01,93.3745
2018-03-20 11:02,93.3688
2018-03-20 11:03,93.363
2018-03-20 11:04,93.3585
2018-03-20 11:05,93.3585
2018-03-20 11:06,93.3588
2018-03-20 11:07,93.3583
2018-03-20 11:08,93.3568
2018-03-20 11:09,93.3551
2018-03-20 11:10,93.3571
2018-03-20 11:11,93.3596
2018-03-20 11:12,93.3611
2018-03-20 11:13,93.3588
2018-03-20 11:14,93.3541
2018-03-20 11:15,93.3481
2018-03-20 11:16,93.3446
2018-03-20 11:17,93.3446
2018-03-20 11:18,93.3403
2018-03-20 11:19,93.3346
2018-03-20 11:20,93.3258
2018-03-20 11:21,93.3193
2018-03-20 11:22,93.3159
2018-03-20 11:23,93.3124
2018-03-20 11:24,93.3134
2018-03-20 11:25,93.3114
2018-03-20 11:26,93.3121
2018-03-20 11:27,93.3136
2018-03-20 11:28,93.3141
2018-03-20 11:29,93.3168
2018-03-20 11:30,93.3228
2018-03-20 11:31,93.3253
2018-03-20 11:32,93.3317
2018-03-20 11:33,93.3387
2018-03-20 11:34,93.3457
2018-03-20 11:35,93.3552
2018-03-20 11:36,93.3612
2018-03-20 11:37,93.3677
2018-03-20 11:38,93.3797
2018-03-20 11:39,93.3952
2018-03-20 11:40,93.4094
2018-03-20 11:41,93.4179
2018-03-20 11:42,93.4225
2018-03-20 11:43,93.4255
2018-03-20 11:44,93.4235
2018-03-20 11:45,93.427
2018-03-20 11:46,93.4273
2018-03-20 11:47,93.43
2018-03-20 11:48,93.43
2018-03-20 11:49,93.4256
2018-03-20 11:50,93.4166
2018-03-20 11:51,93.4056
2018-03-20 11:52,93.3936
2018-03-20 11:53,93.3758
2018-03-20 11:54,93.3586
2018-03-20 11:55,93.3436
2018-03-20 11:56,93.3333
2018-03-20 11:57,93.3228
2018-03-20 11:58,93.3093
2018-03-20 11:59,93.2953
2018-03-20 12:00,93.2831
2018-03-20 12:01,93.2726
2018-03-20 12:02,93.2621
2018-03-20 12:03,93.2523
2018-03-20 12:04,93.2488
2018-03-20 12:05,93.2438
2018-03-20 12:06,93.2386
2018-03-20 12:07,93.2326
2018-03-20 12:08,93.2308
2018-03-20 12:09,93.2317
2018-03-20 12:10,93.2307
2018-03-20 12:11,93.2297
2018-03-20 12:12,93.2285
2018-03-20 12:13,93.2405
2018-03-20 12:14,93.2542
2018-03-20 12:15,93.2647
2018-03-20 12:16,93.2722
2018-03-20 12:17,93.2782
2018-03-20 12:18,93.284
2018-03-20 12:19,93.288
2018-03-20 12:20,93.2902
2018-03-20 12:21,93.2972
2018-03-20 12:22,93.3058
2018-03-20 12:23,93.3133
2018-03-20 12:24,93.3183
2018-03-20 12:25,93.3263
2018-03-20 12:26,93.3393
2018-03-20 12:27,93.354
2018-03-20 12:28,93.3635
2018-03-20 12:29,93.374
2018-03-20 12:30,93.386
2018-03-20 12:31,93.4015
2018-03-20 12:32,93.4195
2018-03-20 12:33,93.4315
2018-03-20 12:34,93.4423
2018-03-20 12:35,93.4528
2018-03-20 12:36,93.4655
2018-03-20 12:37,93.476
2018-03-20 12:38,93.4855
2018-03-20 12:39,93.4935
2018-03-20 12:40,93.4988
2018-03-20 12:41,93.5028
2018-03-20 12:42,93.5083
2018-03-20 12:43,93.5157
2018-03-20 12:44,93.5208
2018-03-20 12:45,93.5218
2018-03-20 12:46,93.517
2018-03-20 12:47,93.506
2018-03-20 12:48,93.5008
2018-03-20 12:49,93.496
2018-03-20 12:50,93.4925
2018-03-20 12:51,93.486
2018-03-20 12:52,93.477
2018-03-20 12:53,93.467
2018-03-20 12:54,93.4533
2018-03-20 12:55,93.4443
2018-03-20 12:56,93.4328
2018-03-20 12:57,93.423
2018-03-20 12:58,93.4158
2018-03-20 12:59,93.4113
2018-03-20 13:00,93.4128
2018-03-20 13:01,93.4115
2018-03-20 13:02,93.4115
2018-03-20 13:03,93.413
2018-03-20 13:04,93.4177
2018-03-20 13:05,93.422
2018-03-20 13:06,93.4283
2018-03-20 13:07,93.4388
2018-03-20 13:08,93.446
2018-03-20 13:09,93.451
2018-03-20 13:10,93.4555
2018-03-20 13:11,93.4643
2018-03-20 13:12,93.4693
2018-03-20 13:13,93.4723
2018-03-20 13:14,93.4793
2018-03-20 13:15,93.4801
2018-03-20 13:16,93.4821
2018-03-20 13:17,93.4843
2018-03-20 13:18,93.4841
2018-03-20 13:19,93.4806
2018-03-20 13:20,93.4756
2018-03-20 13:21,93.4688
2018-03-20 13:22,93.4608
2018-03-20 13:23,93.4526
2018-03-20 13:24,93.4443
2018-03-20 13:25,93.4361
2018-03-20 13:26,93.4266
2018-03-20 13:27,93.4191
2018-03-20 13:28,93.4118
2018-03-20 13:29,93.4048
2018-03-20 13:30,93.4001
2018-03-20 13:31,93.3908
2018-03-20 13:32,93.3855
2018-03-20 13:33,93.3815
2018-03-20 13:34,93.374
2018-03-20 13:35,93.3715
2018-03-20 13:36,93.3692
2018-03-20 13:37,93.3667
2018-03-20 13:38,93.3652
2018-03-20 13:39,93.3652
2018-03-20 13:40,93.3647
2018-03-20 13:41,93.3652
2018-03-20 13:42,93.3647
2018-03-20 13:43,93.3637
2018-03-20 13:44,93.3625
2018-03-20 13:45,93.36
2018-03-20 13:46,93.354
2018-03-20 13:47,93.3452
2018-03-20 13:48,93.3367
2018-03-20 13:49,93.3315
2018-03-20 13:50,93.3265
2018-03-20 13:51,93.3222
2018-03-20 13:52,93.315
2018-03-20 13:53,93.3106
2018-03-20 13:54,93.3076
2018-03-20 13:55,93.3032
2018-03-20 13:56,93.2979
2018-03-20 13:57,93.2944
2018-03-20 13:58,93.2909
2018-03-20 13:59,93.2867
2018-03-20 14:00,93.2822
2018-03-20 14:01,93.2752
2018-03-20 14:02,93.2702
2018-03-20 14:03,93.2664
2018-03-20 14:04,93.2677
2018-03-20 14:05,93.2737
2018-03-20 14:06,93.2822
2018-03-20 14:07,93.2937
2018-03-20 14:08,93.3037
2018-03-20 14:09,93.3122
2018-03-20 14:10,93.3179
2018-03-20 14:11,93.3247
2018-03-20 14:12,93.3332
2018-03-20 14:13,93.3406
2018-03-20 14:14,93.3506
2018-03-20 14:15,93.3605
2018-03-20 14:16,93.3722
2018-03-20 14:17,93.383
2018-03-20 14:18,93.3912
2018-03-20 14:19,93.4005
2018-03-20 14:20,93.4107
2018-03-20 14:21,93.4242
2018-03-20 14:22,93.4347
2018-03-20 14:23,93.4472
2018-03-20 14:24,93.4527
2018-03-20 14:25,93.4537
2018-03-20 14:26,93.456
2018-03-20 14:27,93.4562
2018-03-20 14:28,93.4582
2018-03-20 14:29,93.4607
2018-03-20 14:30,93.4663
2018-03-20 14:31,93.4728
2018-03-20 14:32,93.4793
2018-03-20 14:33,93.4853
2018-03-20 14:34,93.4895
2018-03-20 14:35,93.4926
2018-03-20 14:36,93.4938
2018-03-20 14:37,93.4936
2018-03-20 14:38,93.4951
2018-03-20 14:39,93.4944
2018-03-20 14:40,93.4936
2018-03-20 14:41,93.4919
2018-03-20 14:42,93.4912
2018-03-20 14:43,93.4889
2018-03-20 14:44,93.4882
2018-03-20 14:45,93.4897
2018-03-20 14:46,93.4909
2018-03-20 14:47,93.4899
2018-03-20 14:48,93.4899
2018-03-20 14:49,93.4887
2018-03-20 14:50,93.4863
2018-03-20 14:51,93.4843
2018-03-20 14:52,93.4798
2018-03-20 14:53,93.4745
2018-03-20 14:54,93.4703
2018-03-20 14:55,93.4675
2018-03-20 14:56,93.4688
2018-03-20 14:57,93.4698
2018-03-20 14:58,93.4685
2018-03-20 14:59,93.4677
2018-03-20 15:00,93.4687
2018-03-20 15:01,93.4714
2018-03-20 15:02,93.4726
2018-03-20 15:03,93.4743
2018-03-20 15:04,93.4756
2018-03-20 15:05,93.4758
2018-03-20 15:06,93.4786
2018-03-20 15:07,93.4866
2018-03-20 15:08,93.4921
2018-03-20 15:09,93.4978
2018-03-20 15:10,93.5046
2018-03-20 15:11,93.5081
2018-03-20 15:12,93.5131
2018-03-20 15:13,93.5196
2018-03-20 15:14,93.5243
2018-03-20 15:15,93.5291
2018-03-20 15:16,93.5283
2018-03-20 15:17,93.5298
2018-03-20 15:18,93.5353
2018-03-20 15:19,93.5423
2018-03-20 15:20,93.544
2018-03-20 15:21,93.5477
2018-03-20 15:22,93.5532
2018-03-20 15:23,93.5594
2018-03-20 15:24,93.5659
2018-03-20 15:25,93.5707
2018-03-20 15:26,93.5719
2018-03-20 15:27,93.5697
